PRED,IMAGE,CONF
599NZ4,090112_1701108291488R03_861,910
AX99864,090006_1701116745809R03_491,928
597WUK,090106_1701109517999F03_191,922
T99SHV,090106_1701121686208F04_501,928
89GK86,090011_1701094623689F03_051,938
3BHS56,001215_1701090922307F02_391,921
4RLT14,090108_1701103698588R04_181,937
2GHT78,090112_1701101611969R02_081,928
6KC329,090013_1701109183547F02_481,932
3CDC70,090112_1701099295982F04_941,942
AX22760,090008_1701093258696F03_561,924
X34885,090105_1701092424343F01_291,937
95BSHE,090106_1701119479720R03_511,925
1KSR81,090014_1701119945180F04_481,926
1172C,090113_1701105915009R01_931,939
KKF1670,090106_1701094237546R03_591,910
4AJV65,090111_1701094187896F03_181,920
1VTD88,011116_1701103660043F02_081,936
W93SRH,090102_1701117879465R02_431,940
2FW517,090012_1701094279684R03_801,936
4FC5251,090110_1701108839178R02_151,872
2XJ732,090105_1701099673277F02_251,904
373JP5,090008_1701099516839R04_991,919
7HT662,090008_1701095767759F04_271,914
6TW153,001315_1701112208873R02_424,897
2PGF24,090006_1701100400537F04_831,926
1YFN38,090011_1701120440308F02_021,936
1JZ885,001015_1701110937700R05_091,928
3KAF67,090011_1701101969580R04_071,913
HHMD0564,090107_1701093604379F04_071,493
3VFB57,001315_1701101742257R02_155,904
4SEK94,090107_1701099310099R04_281,936
4LRT55,090009_1701115474822F03_641,944
4JHG84,090010_1701098375293F04_421,928
KZN7038,090110_1701107035221R04_241,931
2XYD85,090002_1701094590933R03_841,932
75YW12,090012_1701112116863R04_031,917
8XZM385,090002_1701104587633F03_861,945
ERQ0326,090111_1701105054265R02_411,917
HKS9379,090006_1701108500719F04_711,921
6DV18825,090111_1701101763376F03_311,356
4LKB94,090107_1701118376511R03_231,937
BB00827,090106_1701102547839R04_001,949
4SGM39,090106_1701120702599F04_151,938
1AGX81,001315_1701093908883R02_104,914
5216AY,090011_1701113229518R03_871,906
ZG198,001315_1701101577007R02_106,871
3VYG13,011016_1701103008875R02_881,919
2YTL37,090112_1701105370520F03_051,935
4EFX95,090111_1701099384101R04_451,938
R32388,001215_1701106446511F02_391,894
SCM2375,090107_1701107366729R02_511,923
435,090006_1701109682466F04_201,927
2ZBG74,090009_1701105016078F04_521,940
447LP1,090008_1701111379766R02_071,926
4LXH95,090106_1701100011227R04_581,926
9YS731,090012_1701109469126R04_091,937
5YK531,011116_1701117124521R01_001,939
KHV4913,090010_1701108423030F04_001,923
781CB8,090112_1701112913962F01_501,920
FFF82LF,090011_1701104260789R04_331,899
8KXH40,090013_1701115493527F03_591,926
224BK2,090009_1701092646296R04_181,924
2DKX29,001215_1701101526092F03_551,930
3MAR111,001315_1701103132647R03_470,379
4HLF49,090005_1701091293315F02_241,910
4VPK89,011016_1701095486926R01_641,925
4TZM79,011016_1701092628495R01_751,924
1KN416,001015_1701103789410R04_301,869
LV97392,090111_1701111963008F04_701,902
83861,090110_1701097179742F03_121,915
1NV262,090113_1701098169149F02_351,934
4715952,011016_1701114936189R01_151,921
W41008,090110_1701106468579R04_071,938
W86603,090007_1701092734366F02_601,922
4HLF49,090108_1701098583251F03_361,943
1AD58A,090011_1701103532682F03_581,925
1SEW52,090009_1701121631626R05_471,928
4MNJ19,090004_1701119754618R03_161,919
LVA5019,011016_1701116637309F01_041,911
6081MD,090009_1701111464149F06_271,871
39JM79,011116_1701117559666F01_091,916
1YYP72,090314_1701111307934F02_801,938
UCH7651,090008_1701097296732R04_761,915
4ZPP59,090109_1701117960299R02_721,941
2ZGF36,001215_1701115714070F03_371,938
1SYG74,090111_1701102444612F04_191,900
SVM9722,090013_1701113708118F03_451,918
FF71CA,001015_1701111834220F05_381,872
5023939,090006_1701108910985R03_411,927
3MVD55,090108_1701112314528R02_211,932
889NLS,090105_1701096801349R02_961,921
NE895EAEB,090104_1701105523803R03_531,258
7YT497,090012_1701105556534F02_601,940
2MGB93,090010_1701090747849F04_721,934
DPA2280,090108_1701099621355F03_191,909
736PL7,011116_1701096499999R01_991,919
3070240,001115_1701092036040R04_110,903
3XLS57,090111_1701112544226R04_021,938
2DVF13,001315_1701120326553R02_422,905
W60762,090014_1701096933994R06_781,925
3XTY,090009_1701112631291F06_121,276
CHE10,001315_1701103592517F03_377,925
W24142,090012_1701103177255F02_851,922
DMV3141,090105_1701106501030R02_481,923
KMY646,090104_1701108821992R02_081,849
T68813,090105_1701094873726R01_771,910
AG97952,090104_1701113784470F03_281,926
263YR7,090110_1701109240862R02_111,931
1JYK21,090113_1701110259269R04_361,936
4JNY54,090104_1701096464760R03_111,940
2KRE99,090011_1701104192309R04_091,932
8LA675,090010_1701098995454R04_001,911
FI285,090009_1701105204665F05_401,901
AY38022,090105_1701096219133F02_241,935
5CFC19,011116_1701107893559F02_751,941
546XY5,090013_1701118164743F03_731,912
8124A,090013_1701101701077R03_771,939
DAP808,011116_1701106477292R01_421,905
721YV1,090013_1701098692572F04_351,906
BM73381,090107_1701103327916F02_001,912
176GF6,090012_1701116309121R04_341,932
PS8912,090113_1701118559719R03_461,926
4YDW64,090012_1701093410337R02_391,912
91BIZD,090110_1701117841966R04_011,891
W86541,090104_1701090013819F03_751,938
LV88196,090111_1701090699517R03_291,921
LVA8773,011016_1701094398503R01_211,922
5RNX19,090110_1701120020097R03_241,939
2KEK71,090103_1701109335411F02_091,930
EV160K,090112_1701116820193F03_671,901
1SKS67,090013_1701120285238R04_301,917
7JMK90,090114_1701106175172R04_621,907
4TDF11,090314_1701090704736R01_031,895
456JV7,090011_1701091186589R02_801,922
1XJ173,090010_1701104516111F03_191,940
4GSY729,090214_1701096789070R03_711,330
4SZC51,001215_1701115058715F03_861,941
153CT7,090104_1701106145642F03_541,935
4JKK95,090106_1701115343930R04_831,937
BB57081,090113_1701119664471R04_251,918
CBG208788,090110_1701107644602R02_501,319
1TCZ77,090106_1701094949752F02_321,937
3MHY91,090007_1701120872446R03_021,938
27JW55,011116_1701094820549F01_731,926
2FZB67,011016_1701095704999R02_611,947
4MT923,090111_1701103166205F04_971,921
3NTK54,001315_1701117666670F03_276,883
KSW3787,090005_1701101191140F02_821,931
8KKH90,090006_1701111870897F03_311,935
01BPWV,090111_1701107643347R02_851,928
80BLGB,090107_1701104836508R03_181,939
335GZ1,090111_1701104953048R02_161,944
KTT6664,090113_1701096687145F03_931,922
LF9D0G,090006_1701122178437F04_731,930
W36133,090014_1701102876302R04_751,933
4EJD25,090013_1701106530908R02_481,935
HKJ9970,090008_1701103573992F03_031,930
4AXL37,001215_1701117705321F02_571,942
3BSW36,090011_1701109758748F04_181,931
1WEY85,090013_1701094160352R04_301,942
7TWJ50,090114_1701106729855F05_821,923
5KTN89,090104_1701116181201R03_111,929
656,011016_1701114602888F01_421,941
CI10MX,001315_1701097321457F03_285,903
4EBV29,090012_1701108112419R03_631,926
1ED302,090009_1701101953005F03_361,909
2TMM52,090013_1701094065347R03_181,939
2653PH,090109_1701114988906R03_961,636
4DHK40,090104_1701113161838F03_421,935
TRF3137,090109_1701094368449R02_911,904
EV4171,090014_1701102293512R06_821,914
7GCP30,090105_1701107403220R02_201,930
4ZZL89,090002_1701120018210F03_101,942
3AYJ35,090112_1701103657702R01_781,925
1LXJ51,090012_1701109768727F03_911,936
T88631,090112_1701094855478R03_451,927
3387,090113_1701106563081R01_671,932
6888YR,090007_1701092106418R02_681,919
9YR686,090109_1701111724679R02_201,939
1WJP78,090011_1701119189914R04_841,935
3DPC96,090013_1701117954560F02_401,934
DTA688,090006_1701114800480R04_471,913
4SY945,090112_1701113398915R03_031,939
8PB982,011116_1701113809496R01_021,945
7234B0,090007_1701117024068R03_211,853
2RNV51,090113_1701116199052F04_841,916
1JZ348,090107_1701096454516R04_801,934
KARTAL,001215_1701097225474F02_721,932
3MPP96,090103_1701103155660R03_801,938
4WDM89,090103_1701091870813R02_941,919
N0AH,090101_1701107020075F02_111,920
4HCD25,001315_1701102362957F02_230,918
PSAA55,090013_1701118714158R03_181,936
4YKW39,001315_1701094341533R02_432,893
971WN8,090013_1701119069590R04_291,935
4AKZ99,090109_1701105059541F04_361,919
S91966,090106_1701117978528R04_471,923
DD5189,090006_1701110515881R02_401,901
W94657,090013_1701106495698F03_251,903
3FGM48,090005_1701115945220F03_581,928
1BPF71,090109_1701094402573F04_981,934
T94234,090009_1701103099032R04_011,924
9EWY567,090102_1701113730345R02_401,934
2,090010_1701095327222R02_501,286
314YB1,001215_1701107456758F03_511,944
BM48219,090007_1701111720024R03_081,899
1FTP66,090004_1701105100776R03_661,905
S50PNW,090012_1701112263519R04_301,941
3PX989,090113_1701115211638R02_851,936
ETR3532,090111_1701114984642R04_121,928
2CLR27,090114_1701113520312F04_711,930
2EAA39,090106_1701096341856F03_071,943
165XD2,090111_1701121472006R03_561,939
3AWP48,090104_1701119805843R03_251,938
HTR525,090002_1701098783551R02_411,893
2PPC39,090113_1701108548999F04_511,934
X27174,090112_1701112379396F03_161,928
AH56058,090108_1701116297545F04_781,926
2AE521,090107_1701104850748R03_261,940
2YEM80,090314_1701096167091R01_411,920
3KZB78,001315_1701096397577R02_146,890
4HZL78,090114_1701096122498R05_421,903
3NCX65,090109_1701116410784R03_671,927
3DTT66,090013_1701114590672F03_821,940
8FR441,090107_1701103009166R04_371,936
7SP532,090005_1701103455840F03_251,921
BL32212,090009_1701110474611R04_171,898
849XZJ,090112_1701117386197R01_121,927
2LHP83,090107_1701109999951F02_661,927
4RLT14,090110_1701103205920R04_431,921
1ZX646,090006_1701111100837F03_881,945
65RZ74,090010_1701097559669F03_171,925
8JG227,011116_1701118284534F01_171,904
842D,011116_1701119945191F02_241,920
5PR165,090008_1701093919870R02_421,933
4NNK54,001115_1701110587310R05_101,887
98JF53,090111_1701116148972R03_521,923
4BFE31,090011_1701097415946F03_801,927
BB65130,090110_1701113126969F02_621,924
2SPS97,090108_1701119605253R04_321,947
162ME7,090314_1701100970562R01_141,920
673VX6,090110_1701096164457R03_051,930
3ALRR0,090007_1701104870438F02_981,916
T255LN,090009_1701117782733F05_071,919
3YPW65,090111_1701107614287F04_341,940
AW64614,090106_1701112194392F04_101,912
8AP774,001115_1701096708313F05_158,909
BK96353,090008_1701117830588R03_121,936
4FC5251,090007_1701101192690R03_161,889
4YFA34,090111_1701091827739R03_891,912
2TWH31,090014_1701102935271F06_381,936
3KRS59,001315_1701095210170F02_323,913
PC250,090013_1701116238428R04_201,877
6AV897,090113_1701090938595F03_061,940
X27303,090009_1701095434275F04_311,887
4FJZ17,090314_1701121796861F01_281,935
69366,001315_1701107753627F03_391,845
1MNZ87,011116_1701100380355F01_661,939
TC16LM,090109_1701118345759R03_771,844
F31BE91,090105_1701090280342F02_621,258
7RD788,090109_1701113208113F04_071,891
C311837,090103_1701097886452F02_101,900
TSU8194,090011_1701103135868R04_441,894
4MAZ24,001215_1701100434242R02_161,934
8FNA40,090101_1701102047012F02_401,919
841VW2,090007_1701110836233F04_381,932
6035ZE,090007_1701111935441R02_291,905
48G810,090007_1701111226169F04_551,927
112305,090012_1701095024552F01_381,929
1AXN82,090105_1701120856281R02_881,928
BD16076,090102_1701099797214R03_691,931
3SRK18,090007_1701099548805R02_971,948
1DFN55,090011_1701097610136F03_651,912
8CR418,090013_1701097166768F04_181,914
4SMB67,090014_1701100583763R05_311,920
4LVM47,090011_1701093675339F03_141,930
786ZDY,090006_1701106768521R04_531,932
EV54DR,090111_1701111290884F03_021,895
US1099,090112_1701113041321F04_401,919
X49214,090113_1701097574809R02_841,926
T10HEE,090007_1701102512259R04_641,919
TTF7641,090007_1701108343511F03_261,892
NFIY99,090011_1701096795605R03_451,935
344A50,090107_1701104868089F03_461,921
1ZBY61,090110_1701111874275R03_871,923
8HE231,090013_1701117930115F03_761,939
5GSF49,090113_1701099994319R04_231,924
4ZNM18,090011_1701094640208R04_681,937
ZNL8553,090001_1701102355814R02_771,923
2CZR82,090108_1701100787068F04_731,916
9LBN70,090110_1701097929149F04_051,899
17915,090113_1701103668997F01_041,925
5PKN49,090011_1701110183038R04_111,942
4VVL91,090113_1701098342364F02_421,929
2LNF98,090003_1701103681191R02_951,923
BM92653,090107_1701116867849F03_031,912
7YW263,090004_1701093822862R02_051,928
3ABP39,090004_1701097428870R03_691,929
8XZM385,090004_1701106160092F02_731,935
KD784,090106_1701093460711R03_531,922
3WSH83,090314_1701117852160F02_061,928
1EZY49,011016_1701114407993F02_751,923
4RKJ37,090006_1701113122565R02_411,918
GHSS79,090111_1701108679125R03_681,938
4DVH26,090106_1701095281289F04_911,933
12BTHQ,011016_1701103580009R01_531,925
1JFK73,090011_1701114755814F03_081,942
5MMJ49,090012_1701107761777R03_971,929
3SCG64,090106_1701096039480R04_091,943
2WHK52,090007_1701119514978R04_111,951
9TJ233,090007_1701096238202F04_361,943
3VFK18,090011_1701099143588R03_761,933
3GZW93,001015_1701109725885F05_021,927
8AP627,001215_1701115878599F03_171,925
6964AK,001315_1701101584710F03_231,851
167PBK,011016_1701109519610R01_911,906
EV16GF,090112_1701115254728R01_311,914
3NAT28,090011_1701100756335F02_131,929
6XA288,090112_1701117118047R03_381,929
7WF572,090013_1701119985498F04_991,930
31528,090010_1701111690662R03_861,861
2JPB66,090012_1701106890504F03_231,940
C156102,090012_1701093313923F03_181,892
6383A,090008_1701093902300F02_481,916
S92495,090013_1701098451769F03_261,925
4LME81,001115_1701090832843F05_368,902
AS40357,090106_1701103498767F02_071,931
3GBR73,001315_1701120272820R03_494,930
4BWJ14,001315_1701096631637F03_255,911
X40199,001315_1701102555887F03_315,923
EV45PX,090114_1701094564634R05_671,846
JBHU73,090109_1701099374428R03_101,932
4VJS17,090013_1701116988436F04_181,926
1LN971,090104_1701097195571R03_181,929
5259D,090006_1701100945655R04_591,929
125FL5,090010_1701092586891R04_441,889
8LFE10,090011_1701111056485F04_081,931
3XYN93,090107_1701118390842F02_791,926
4DMB44,090106_1701112941408F04_651,934
3JZD44,090009_1701111515927R06_491,915
3CPZ92,001215_1701108428609F03_131,930
2TZB97,001315_1701106440173R03_434,894
C340530,090107_1701120413731F02_191,941
5278121,001315_1701091013447F03_254,854
X57307,090008_1701094141835F03_011,927
TUL4330,090012_1701119730619F02_221,875
6XG261,090007_1701122321598R02_031,925
4JZJ58,090012_1701095346957F03_041,930
X32119,090105_1701090175526R01_101,904
T99945,090014_1701095857154R05_651,913
5BXV84,001115_1701108367527R04_143,868
5TDJ89,090104_1701106988127R03_151,936
3VMV17,090105_1701103809606R01_501,936
32TIAT1D7383,090009_1701097997587R05_771,261
0NQ287,090010_1701097326307R03_421,906
9DP9639,090107_1701105888123R02_061,917
GWC7213,090102_1701108276728F02_291,904
XP16644,090005_1701101688951F02_801,925
DNC6909,090109_1701101177419R03_911,925
LFM4462,090008_1701101501390F02_521,914
5280985,001215_1701113807141F02_511,912
3WBE71,090112_1701095490498R04_871,938
4SKF38,090104_1701096007812F03_491,945
4TBC34,090010_1701103117493F03_891,936
3ZET48,090114_1701101997175F04_741,941
1YSZ32,001315_1701094308660R02_432,911
4KVW45,090007_1701097892137F04_011,939
1EDG59,090110_1701112198284R04_751,914
KB34,090011_1701115655053R04_361,931
AS06627,090106_1701096361290F02_291,930
87E650,090106_1701101740716F04_111,938
8FP919,011016_1701091014951R01_891,933
QNDV16,001315_1701096993430R03_190,794
HMY6371,090002_1701109263672F03_201,915
2XSC77,090004_1701103404186R02_071,938
G6G22748W,090005_1701104778572F03_731,355
3DL839,001115_1701108697200F04_357,871
L0LLAMG,090107_1701106085303R04_461,926
T69965,090113_1701092246018R02_001,919
3PKB58,090012_1701117336838F02_991,931
9368J0,090109_1701116717648R03_931,908
V62059,090012_1701090241075R03_961,929
4HGW75,001315_1701116363183R02_419,922
X21040,090110_1701092250121F03_541,948
2JRR99,090009_1701102041111R04_251,936
4199ZP,090102_1701118721637R02_131,910
1WRB27,090113_1701101405579R01_441,930
X50576,090107_1701102640634F02_331,932
3665182,090113_1701096312043R01_041,903
195C10,090109_1701109117629R02_621,930
5314792,090006_1701103158248F02_751,893
5XJ862,090109_1701106627958R04_751,918
442MVQ,090013_1701097749823F02_611,914
WS2211,001315_1701101721837F03_280,908
V92825,090013_1701103507457F03_181,944
1691LC,090006_1701102090993F04_521,870
3DYY83,090011_1701119336905F04_201,925
L2171,090005_1701108836157R03_401,939
4GNE27,011116_1701114243366F02_291,927
4PH773,090108_1701099996745R03_721,935
AS41159,090011_1701115700566F04_201,915
3TTM85,090014_1701096555688F05_401,922
W23743,001315_1701096759590R03_178,895
AP2638,001115_1701104605980F04_173,789
W18683,090112_1701106046239F02_301,906
2XYS57,090109_1701115088500R04_181,930
BH45984,090007_1701111045757F04_091,928
QNES42,090011_1701106463707R04_771,929
25KW73,090004_1701112668134R02_751,921
CHTAM,090107_1701107760686F03_271,931
1XJ173,090013_1701118671506F04_051,936
4DVL56,090014_1701096811788F06_961,922
S80930,090011_1701090111805R04_301,939
4SCY44,090112_1701091300819F02_601,945
4508046,011116_1701092215531R01_971,933
2LWM63,090114_1701103160299R04_051,896
1MG571,090008_1701115902739F04_481,938
3PBC63,090011_1701115598684R03_541,929
T74PMG,001215_1701092763609R03_141,930
3WSR13,090014_1701117730174F05_441,933
2CHC54,090013_1701102680378R03_181,948
W98571,090013_1701109185187F02_491,921
372G,090014_1701097835545R05_011,929
8AX589,090110_1701097671620R02_101,932
V26597,090111_1701106709999F02_171,930
428HS2,001315_1701094348020F03_262,907
8938ZM,090001_1701103130490F02_701,914
W90850,001215_1701098323845F03_451,941
5SCW69,090108_1701113447423R04_261,942
5SBE49,090010_1701091688523F04_001,923
244ZPY,090113_1701120552647F02_961,942
LGF9537,090007_1701104960986F03_371,922
3SYZ86,090106_1701098888397R04_531,934
2XZ596,090007_1701092606402F03_401,937
2VPR67,090010_1701092755196F02_981,925
1VGE70,090014_1701119341958F04_701,904
5734WG,090112_1701111339443R04_031,932
836ET7,001315_1701093195250F03_274,894
X63118,090110_1701100479654F04_261,925
111220,090014_1701091429919F05_991,935
14D23,011016_1701099121981R01_581,892
5TNN59,090013_1701093913984F04_341,915
44RJ80,090012_1701104017196R02_491,895
2FCR81,001115_1701116435077F04_240,893
96NY84,090110_1701115835763F03_351,885
1NDV86,090010_1701103018988F04_201,909
4YKP51,090314_1701115082900R01_261,924
LV98556,090014_1701097612175R06_351,901
4ZJR78,090004_1701116701488R02_501,926
50BDJH,090107_1701095283460R04_981,925
S95158,090103_1701093070602R02_201,909
NESQUIK,090110_1701116658961F04_261,907
V52693,090107_1701109378995F02_191,928
8EBC60,090007_1701120116306F04_031,938
06DEIZ,090014_1701111318939R04_401,930
BD26272,090009_1701110691926R04_291,911
1ZNL56,090109_1701115682402R04_451,927
2ZCD46,090110_1701100362081R02_721,930
5HBH49,090113_1701091592230R04_761,915
8AYY50,090110_1701094754317F04_891,932
5BDL24,090008_1701102073569R04_921,941
80NP10,090004_1701095883770R03_021,899
3DEK35,011116_1701120441200F01_041,943
321SZ9,090009_1701121302250F03_181,931
4DVL56,090014_1701096812443R06_451,933
BL07584,090003_1701117645948F02_331,934
